### magnitude offsets  bq -0.055  bB  0.155  ba -0.119  bA  0.007  bb  0.000  br -0.003 
HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2458772.814438,2019-10-16.314,bA,1.66,NA,9.231,0.037,NA,NA,g
2458775.758031,2019-10-19.258,bA,1.61,NA,9.207,0.037,NA,NA,g
2458778.744741,2019-10-22.244,bA,1.6,NA,9.183,0.037,NA,NA,g
2458791.712451,2019-11-4.212,bA,2.25,NA,9.049,0.037,NA,NA,g
2458801.749436,2019-11-14.249,bA,1.73,NA,9.171,0.037,NA,NA,g
2458808.744343,2019-11-21.244,bA,1.72,NA,9.203,0.037,NA,NA,g
2458812.712900,2019-11-25.212,bA,1.72,NA,9.191,0.037,NA,NA,g
2458813.744030,2019-11-26.244,bA,1.67,NA,9.176,0.037,NA,NA,g
2458814.747827,2019-11-27.247,bA,2.04,NA,9.117,0.037,NA,NA,g
2458815.740091,2019-11-28.24,bA,1.66,NA,9.157,0.037,NA,NA,g
2458817.740391,2019-11-30.24,bA,2.05,NA,9.091,0.037,NA,NA,g
2458906.142091,2020-2-26.642,bA,2.05,NA,9.170,0.037,NA,NA,g
2458932.083816,2020-3-23.583,bA,1.68,NA,9.193,0.037,NA,NA,g
2458933.079146,2020-3-24.579,bA,2,NA,9.134,0.037,NA,NA,g
2458942.051197,2020-4-2.551,bA,1.68,NA,9.245,0.037,NA,NA,g
2458957.006795,2020-4-17.506,bA,1.98,NA,9.193,0.037,NA,NA,g
2458958.028216,2020-4-18.528,bA,2.02,NA,9.242,0.037,NA,NA,g
2458959.000738,2020-4-19.5,bA,1.65,NA,9.287,0.037,NA,NA,g
2458960.001959,2020-4-20.501,bA,1.79,NA,9.182,0.037,NA,NA,g
2458960.992824,2020-4-21.492,bA,1.67,NA,9.183,0.037,NA,NA,g
2458961.989012,2020-4-22.489,bA,1.66,NA,9.272,0.037,NA,NA,g
2458965.990164,2020-4-26.49,bA,2.12,NA,9.152,0.037,NA,NA,g
2458966.982464,2020-4-27.482,bA,1.98,NA,9.193,0.037,NA,NA,g
2458967.976773,2020-4-28.476,bA,1.67,NA,9.203,0.037,NA,NA,g
2458968.982650,2020-4-29.482,bA,1.98,NA,9.152,0.037,NA,NA,g
2458969.966959,2020-4-30.466,bA,2.03,NA,9.195,0.037,NA,NA,g
2458971.008787,2020-5-1.508,bA,2.02,NA,9.200,0.037,NA,NA,g
2458971.962304,2020-5-2.462,bA,1.68,NA,9.198,0.037,NA,NA,g
2458972.969295,2020-5-3.469,bA,1.97,NA,9.127,0.037,NA,NA,g
2458973.971020,2020-5-4.471,bA,1.64,NA,9.239,0.037,NA,NA,g
2458974.970487,2020-5-5.47,bA,2.02,NA,9.208,0.037,NA,NA,g
2458981.944532,2020-5-12.444,bA,1.68,NA,9.175,0.037,NA,NA,g
2458983.938028,2020-5-14.438,bA,1.69,NA,9.192,0.037,NA,NA,g
2458984.948047,2020-5-15.448,bA,1.68,NA,9.190,0.037,NA,NA,g
2458985.931740,2020-5-16.431,bA,1.66,NA,9.263,0.037,NA,NA,g
2458986.928803,2020-5-17.428,bA,1.71,NA,9.225,0.037,NA,NA,g
2458986.960266,2020-5-17.46,bA,1.66,NA,9.195,0.037,NA,NA,g
2458987.925664,2020-5-18.425,bA,1.98,NA,9.207,0.037,NA,NA,g
2458988.935832,2020-5-19.435,bA,2.08,NA,9.151,0.037,NA,NA,g
2458989.951859,2020-5-20.451,bA,2.02,NA,9.175,0.037,NA,NA,g
2458991.105971,2020-5-21.605,bA,2.03,NA,9.178,0.037,NA,NA,g
2458992.910743,2020-5-23.41,bA,1.68,NA,9.203,0.037,NA,NA,g
2458994.052250,2020-5-24.552,bA,1.68,NA,9.231,0.037,NA,NA,g
2458994.907879,2020-5-25.407,bA,1.98,NA,9.222,0.037,NA,NA,g
2458995.900154,2020-5-26.4,bA,1.71,NA,9.229,0.037,NA,NA,g
2458998.903141,2020-5-29.403,bA,1.65,NA,9.218,0.037,NA,NA,g
2458999.910095,2020-5-30.41,bA,1.68,NA,9.174,0.037,NA,NA,g
2459000.895577,2020-5-31.395,bA,2.04,NA,9.160,0.037,NA,NA,g
2459003.895594,2020-6-3.395,bA,2.04,NA,9.140,0.037,NA,NA,g
2459004.901150,2020-6-4.401,bA,2.09,NA,9.174,0.037,NA,NA,g
2459006.081033,2020-6-5.581,bA,2.3,NA,8.993,0.037,NA,NA,g
2459008.106622,2020-6-7.606,bA,1.64,NA,9.094,0.037,NA,NA,g
2459013.858995,2020-6-13.358,bA,2.2,NA,9.172,0.037,NA,NA,g
2459021.834755,2020-6-21.334,bA,1.99,NA,9.218,0.037,NA,NA,g
2459027.056056,2020-6-26.556,bA,1.73,NA,9.097,0.037,NA,NA,g
2459027.967164,2020-6-27.467,bA,1.71,NA,9.222,0.037,NA,NA,g
2459029.807708,2020-6-29.307,bA,2.01,NA,9.491,0.037,NA,NA,g
2459030.022261,2020-6-29.522,bA,1.97,NA,9.272,0.037,NA,NA,g
2459033.931850,2020-7-3.431,bA,1.98,NA,9.217,0.037,NA,NA,g
2459036.839554,2020-7-6.339,bA,2.02,NA,9.235,0.037,NA,NA,g
2459044.774815,2020-7-14.274,bA,2.11,NA,9.213,0.037,NA,NA,g
2459049.005089,2020-7-18.505,bA,1.57,NA,9.104,0.037,NA,NA,g
2459055.968010,2020-7-25.468,bA,2.13,NA,9.133,0.037,NA,NA,g
2459060.044600,2020-7-29.544,bA,1.66,NA,9.131,0.037,NA,NA,g
2459061.871911,2020-7-31.371,bA,2.28,NA,9.334,0.037,NA,NA,g
2459068.854812,2020-8-7.354,bA,1.66,NA,9.259,0.037,NA,NA,g
2459073.763422,2020-8-12.263,bA,1.64,NA,9.262,0.037,NA,NA,g
2459075.872797,2020-8-14.372,bA,1.65,NA,9.271,0.037,NA,NA,g
2459079.790614,2020-8-18.29,bA,1.68,NA,9.223,0.037,NA,NA,g
2459086.949746,2020-8-25.449,bA,1.73,NA,9.183,0.037,NA,NA,g
2459090.768579,2020-8-29.268,bA,1.7,NA,9.186,0.037,NA,NA,g
2459096.871109,2020-9-4.371,bA,1.97,NA,9.132,0.037,NA,NA,g
2459098.907562,2020-9-6.407,bA,1.69,NA,9.142,0.037,NA,NA,g
2459101.934402,2020-9-9.434,bA,1.61,NA,9.196,0.037,NA,NA,g
2459104.911002,2020-9-12.411,bA,2.09,NA,9.210,0.037,NA,NA,g
2459108.779552,2020-9-16.279,bA,1.69,NA,9.241,0.037,NA,NA,g
2459115.843210,2020-9-23.343,bA,1.64,NA,9.156,0.037,NA,NA,g
2459119.812001,2020-9-27.312,bA,1.69,NA,9.185,0.037,NA,NA,g
2459119.883840,2020-9-27.383,bA,2,NA,9.099,0.037,NA,NA,g
2459123.762268,2020-10-1.262,bA,2.08,NA,9.200,0.037,NA,NA,g
2459128.789821,2020-10-6.289,bA,2.22,NA,9.157,0.037,NA,NA,g
2459130.773256,2020-10-8.273,bA,1.68,NA,9.208,0.037,NA,NA,g
2459142.725054,2020-10-20.225,bA,1.68,NA,9.187,0.037,NA,NA,g
2459146.734780,2020-10-24.234,bA,1.66,NA,9.186,0.037,NA,NA,g
2459146.746028,2020-10-24.246,bA,1.69,NA,9.138,0.037,NA,NA,g
2459148.779236,2020-10-26.279,bA,1.7,NA,9.160,0.037,NA,NA,g
2459163.768692,2020-11-10.268,bA,2.04,NA,9.151,0.037,NA,NA,g
2459173.694748,2020-11-20.194,bA,2.3,NA,9.034,0.037,NA,NA,g
2459181.723517,2020-11-28.223,bA,2.06,NA,9.050,0.037,NA,NA,g
2459258.169700,2021-2-12.669,bA,2.03,NA,9.075,0.037,NA,NA,g
2459262.155921,2021-2-16.655,bA,2.01,NA,9.137,0.037,NA,NA,g
2459268.140528,2021-2-22.64,bA,1.98,NA,9.209,0.037,NA,NA,g
2459271.149742,2021-2-25.649,bA,2.18,NA,9.134,0.037,NA,NA,g
2459289.082418,2021-3-15.582,bA,1.65,NA,9.217,0.037,NA,NA,g
2459293.099477,2021-3-19.599,bA,2.11,NA,9.159,0.037,NA,NA,g
2459298.081732,2021-3-24.581,bA,1.66,NA,9.226,0.037,NA,NA,g
2459304.057923,2021-3-30.557,bA,2.02,NA,9.134,0.037,NA,NA,g
2459307.037422,2021-4-2.537,bA,1.99,NA,9.179,0.037,NA,NA,g
2459311.027080,2021-4-6.527,bA,2.04,NA,9.173,0.037,NA,NA,g
2459313.040796,2021-4-8.54,bA,1.75,NA,9.191,0.037,NA,NA,g
2459315.016909,2021-4-10.516,bA,1.68,NA,9.140,0.037,NA,NA,g
2459319.002081,2021-4-14.502,bA,1.7,NA,9.200,0.037,NA,NA,g
2459321.030391,2021-4-16.53,bA,1.69,NA,9.055,0.037,NA,NA,g
2459324.096871,2021-4-19.596,bA,1.66,NA,9.257,0.037,NA,NA,g
2459328.975538,2021-4-24.475,bA,2.09,NA,9.101,0.037,NA,NA,g
2459333.972815,2021-4-29.472,bA,1.62,NA,9.356,0.037,NA,NA,g
2459338.968398,2021-5-4.468,bA,1.71,NA,9.489,0.037,NA,NA,g
2459339.018012,2021-5-4.518,bA,1.69,NA,9.144,0.037,NA,NA,g
2459345.932146,2021-5-11.432,bA,2.09,NA,9.145,0.037,NA,NA,g
2459348.035090,2021-5-13.535,bA,1.7,NA,9.172,0.037,NA,NA,g
2459353.923068,2021-5-19.423,bA,1.65,NA,9.176,0.037,NA,NA,g
2459360.016037,2021-5-25.516,bA,1.98,NA,9.218,0.037,NA,NA,g
2459366.077975,2021-5-31.577,bA,1.7,NA,9.202,0.037,NA,NA,g
2459367.942988,2021-6-2.442,bA,2.02,NA,9.218,0.037,NA,NA,g
2459370.872091,2021-6-5.372,bA,1.74,NA,9.178,0.037,NA,NA,g
2459370.902855,2021-6-5.402,bA,1.68,NA,9.262,0.037,NA,NA,g
2459373.870434,2021-6-8.37,bA,2,NA,9.213,0.037,NA,NA,g
2459375.953808,2021-6-10.453,bA,2.01,NA,9.207,0.037,NA,NA,g
2459375.992005,2021-6-10.492,bA,2.15,NA,9.212,0.037,NA,NA,g
2459376.003468,2021-6-10.503,bA,2.13,NA,9.150,0.037,NA,NA,g
2459378.015133,2021-6-12.515,bA,2.07,NA,9.148,0.037,NA,NA,g
2459385.007770,2021-6-19.507,bA,1.64,NA,9.231,0.037,NA,NA,g
2459392.814293,2021-6-27.314,bA,1.61,NA,9.183,0.037,NA,NA,g
2459395.809048,2021-6-30.309,bA,1.64,NA,9.222,0.037,NA,NA,g
2459401.084755,2021-7-5.584,bA,1.68,NA,9.160,0.037,NA,NA,g
2459403.044191,2021-7-7.544,bA,1.71,NA,9.225,0.037,NA,NA,g
2459406.812666,2021-7-11.312,bA,1.68,NA,9.192,0.037,NA,NA,g
2459409.939820,2021-7-14.439,bA,2.11,NA,9.103,0.037,NA,NA,g
2459409.994269,2021-7-14.494,bA,2.23,NA,9.239,0.037,NA,NA,g
2459410.009691,2021-7-14.509,bA,2.27,NA,9.065,0.037,NA,NA,g
2459411.878086,2021-7-16.378,bA,2.03,NA,9.163,0.037,NA,NA,g
2459411.971165,2021-7-16.471,bA,2.07,NA,9.208,0.037,NA,NA,g
2459413.811396,2021-7-18.311,bA,1.67,NA,9.199,0.037,NA,NA,g
2459419.771465,2021-7-24.271,bA,2.08,NA,9.220,0.037,NA,NA,g
2459423.998385,2021-7-28.498,bA,2.17,NA,9.181,0.037,NA,NA,g
2459425.883057,2021-7-30.383,bA,2.05,NA,9.196,0.037,NA,NA,g
2459426.892686,2021-7-31.392,bA,1.67,NA,9.233,0.037,NA,NA,g
2459429.894949,2021-8-3.394,bA,2.11,NA,9.223,0.037,NA,NA,g
2459430.895049,2021-8-4.395,bA,1.99,NA,9.185,0.037,NA,NA,g
2459432.813265,2021-8-6.313,bA,2.04,NA,9.270,0.037,NA,NA,g
2459433.835675,2021-8-7.335,bA,1.65,NA,9.182,0.037,NA,NA,g
2459438.829652,2021-8-12.329,bA,1.65,NA,9.171,0.037,NA,NA,g
2459440.801445,2021-8-14.301,bA,2.01,NA,9.209,0.037,NA,NA,g
2459443.925660,2021-8-17.425,bA,2.05,NA,9.180,0.037,NA,NA,g
2459447.879035,2021-8-21.379,bA,2.01,NA,9.120,0.037,NA,NA,g
2459452.744559,2021-8-26.244,bA,2.24,NA,9.108,0.037,NA,NA,g
2459454.959135,2021-8-28.459,bA,2.03,NA,9.147,0.037,NA,NA,g
2459460.930874,2021-9-3.43,bA,2.23,NA,9.062,0.037,NA,NA,g
2459461.734731,2021-9-4.234,bA,2.22,NA,9.122,0.037,NA,NA,g
2459462.753288,2021-9-5.253,bA,1.96,NA,9.187,0.037,NA,NA,g
2459465.927971,2021-9-8.427,bA,1.65,NA,9.150,0.037,NA,NA,g
2459466.788872,2021-9-9.288,bA,1.68,NA,9.223,0.037,NA,NA,g
2459468.760743,2021-9-11.26,bA,1.67,NA,9.226,0.037,NA,NA,g
2459472.907263,2021-9-15.407,bA,2.01,NA,9.143,0.037,NA,NA,g
2459479.772752,2021-9-22.272,bA,1.64,NA,9.194,0.037,NA,NA,g
2459482.874710,2021-9-25.374,bA,2.2,NA,9.064,0.037,NA,NA,g
2459486.741488,2021-9-29.241,bA,1.69,NA,9.254,0.037,NA,NA,g
2459486.774682,2021-9-29.274,bA,1.68,NA,9.198,0.037,NA,NA,g
2459486.820708,2021-9-29.32,bA,2.06,NA,9.176,0.037,NA,NA,g
2459489.774280,2021-10-2.274,bA,1.97,NA,9.188,0.037,NA,NA,g
2459489.816509,2021-10-2.316,bA,2.11,NA,9.063,0.037,NA,NA,g
2459492.817289,2021-10-5.317,bA,1.97,NA,9.120,0.037,NA,NA,g
2459494.813602,2021-10-7.313,bA,2.04,NA,9.152,0.037,NA,NA,g
2459494.844361,2021-10-7.344,bA,2.06,NA,9.190,0.037,NA,NA,g
2459500.748476,2021-10-13.248,bA,2.02,NA,9.147,0.037,NA,NA,g
2459500.790747,2021-10-13.29,bA,1.72,NA,9.148,0.037,NA,NA,g
2459509.739881,2021-10-22.239,bA,2.14,NA,9.077,0.037,NA,NA,g
2459513.745923,2021-10-26.245,bA,1.7,NA,9.191,0.037,NA,NA,g
2459514.780282,2021-10-27.28,bA,1.62,NA,9.176,0.037,NA,NA,g
2459516.768128,2021-10-29.268,bA,1.7,NA,9.113,0.037,NA,NA,g
2459518.748005,2021-10-31.248,bA,1.7,NA,9.227,0.037,NA,NA,g
2459522.715635,2021-11-4.215,bA,2.08,NA,9.133,0.037,NA,NA,g
2459524.719081,2021-11-6.219,bA,1.99,NA,9.119,0.037,NA,NA,g
2459527.695205,2021-11-9.195,bA,2.13,NA,9.087,0.037,NA,NA,g
2459538.705242,2021-11-20.205,bA,2.17,NA,9.012,0.037,NA,NA,g
2459543.708877,2021-11-25.208,bA,2.08,NA,9.109,0.037,NA,NA,g
2459546.697499,2021-11-28.197,bA,2.19,NA,9.027,0.037,NA,NA,g
2459632.152343,2022-2-21.652,bA,2.03,NA,9.167,0.037,NA,NA,g
2459634.145106,2022-2-23.645,bA,2.03,NA,9.196,0.037,NA,NA,g
2459636.145715,2022-2-25.645,bA,2.03,NA,9.173,0.037,NA,NA,g
2459640.125651,2022-3-1.625,bA,1.67,NA,9.211,0.037,NA,NA,g
2459644.114240,2022-3-5.614,bA,1.69,NA,9.272,0.037,NA,NA,g
2459646.158306,2022-3-7.658,bA,2.08,NA,9.106,0.037,NA,NA,g
2459648.148779,2022-3-9.648,bA,1.7,NA,9.212,0.037,NA,NA,g
2459651.096596,2022-3-12.596,bA,1.75,NA,9.193,0.037,NA,NA,g
2459651.100377,2022-3-12.6,bA,1.77,NA,9.154,0.037,NA,NA,g
2459653.092745,2022-3-14.592,bA,1.65,NA,9.211,0.037,NA,NA,g
2459656.142540,2022-3-17.642,bA,2.12,NA,9.135,0.037,NA,NA,g
2459661.071561,2022-3-22.571,bA,1.65,NA,9.246,0.037,NA,NA,g
2459665.078280,2022-3-26.578,bA,2.12,NA,9.202,0.037,NA,NA,g
2459670.059054,2022-3-31.559,bA,1.66,NA,9.214,0.037,NA,NA,g
2459672.054566,2022-4-2.554,bA,2,NA,9.169,0.037,NA,NA,g
2459677.070762,2022-4-7.57,bA,2.06,NA,9.162,0.037,NA,NA,g
2459679.026441,2022-4-9.526,bA,1.67,NA,9.160,0.037,NA,NA,g
2459680.028381,2022-4-10.528,bA,1.71,NA,9.199,0.037,NA,NA,g
2459681.009245,2022-4-11.509,bA,1.98,NA,9.151,0.037,NA,NA,g
2459682.026015,2022-4-12.526,bA,2.03,NA,9.166,0.037,NA,NA,g
2459682.056067,2022-4-12.556,bA,1.99,NA,9.196,0.037,NA,NA,g
2459683.030047,2022-4-13.53,bA,1.67,NA,9.229,0.037,NA,NA,g
2459687.992516,2022-4-18.492,bA,2.04,NA,9.185,0.037,NA,NA,g
2459688.987702,2022-4-19.487,bA,2.04,NA,9.258,0.037,NA,NA,g
2459693.000392,2022-4-23.5,bA,1.71,NA,9.239,0.037,NA,NA,g
2459694.971009,2022-4-25.471,bA,2.08,NA,9.118,0.037,NA,NA,g
2459695.971541,2022-4-26.471,bA,1.98,NA,9.160,0.037,NA,NA,g
2459696.118724,2022-4-26.618,bA,2.02,NA,9.170,0.037,NA,NA,g
2459696.997631,2022-4-27.497,bA,1.98,NA,9.174,0.037,NA,NA,g
2459698.973230,2022-4-29.473,bA,1.63,NA,9.102,0.037,NA,NA,g
2459700.974597,2022-5-1.474,bA,1.65,NA,9.091,0.037,NA,NA,g
2459704.117048,2022-5-4.617,bA,2,NA,9.226,0.037,NA,NA,g
2459708.940939,2022-5-9.44,bA,1.97,NA,9.149,0.037,NA,NA,g
2459709.951434,2022-5-10.451,bA,2.03,NA,9.184,0.037,NA,NA,g
2459709.966193,2022-5-10.466,bA,2.05,NA,9.181,0.037,NA,NA,g
2459710.937080,2022-5-11.437,bA,2.01,NA,9.157,0.037,NA,NA,g
2459711.926384,2022-5-12.426,bA,2.01,NA,9.279,0.037,NA,NA,g
2459712.926709,2022-5-13.426,bA,2.05,NA,9.157,0.037,NA,NA,g
2459713.945344,2022-5-14.445,bA,2.07,NA,9.165,0.037,NA,NA,g
2459717.909665,2022-5-18.409,bA,2,NA,9.128,0.037,NA,NA,g
2459720.000795,2022-5-20.5,bA,2.45,NA,8.997,0.037,NA,NA,g
2459720.019214,2022-5-20.519,bA,2.2,NA,9.097,0.037,NA,NA,g
2459721.899651,2022-5-22.399,bA,1.62,NA,9.226,0.037,NA,NA,g
2459723.030070,2022-5-23.53,bA,1.68,NA,9.207,0.037,NA,NA,g
2459723.033824,2022-5-23.533,bA,1.66,NA,9.178,0.037,NA,NA,g
2459723.930992,2022-5-24.43,bA,1.62,NA,9.241,0.037,NA,NA,g
2459724.900041,2022-5-25.4,bA,1.65,NA,9.230,0.037,NA,NA,g
2459724.927076,2022-5-25.427,bA,1.64,NA,9.189,0.037,NA,NA,g
2459725.908072,2022-5-26.408,bA,1.69,NA,9.191,0.037,NA,NA,g
2459725.954233,2022-5-26.454,bA,1.66,NA,9.215,0.037,NA,NA,g
2459726.895746,2022-5-27.395,bA,1.69,NA,9.162,0.037,NA,NA,g
2459726.928002,2022-5-27.428,bA,1.74,NA,9.206,0.037,NA,NA,g
2459727.886307,2022-5-28.386,bA,2.03,NA,9.247,0.037,NA,NA,g
2459729.941040,2022-5-30.441,bA,2.03,NA,9.157,0.037,NA,NA,g
2459729.975611,2022-5-30.475,bA,2.02,NA,9.148,0.037,NA,NA,g
2459731.872249,2022-6-1.372,bA,1.99,NA,9.284,0.037,NA,NA,g
2459732.872810,2022-6-2.372,bA,2.1,NA,9.125,0.037,NA,NA,g
2459734.014932,2022-6-3.514,bA,2.01,NA,9.148,0.037,NA,NA,g
2459734.991110,2022-6-4.491,bA,2.05,NA,9.128,0.037,NA,NA,g
2459736.102604,2022-6-5.602,bA,1.99,NA,9.190,0.037,NA,NA,g
2459737.858703,2022-6-7.358,bA,1.67,NA,9.228,0.037,NA,NA,g
2459739.857728,2022-6-9.357,bA,1.72,NA,9.189,0.037,NA,NA,g
2459740.870743,2022-6-10.37,bA,1.66,NA,9.148,0.037,NA,NA,g
2459740.889901,2022-6-10.389,bA,2.03,NA,9.187,0.037,NA,NA,g
2459741.875459,2022-6-11.375,bA,2.11,NA,9.117,0.037,NA,NA,g
2459741.883156,2022-6-11.383,bA,2.1,NA,9.140,0.037,NA,NA,g
2459741.988734,2022-6-11.488,bA,2.04,NA,9.116,0.037,NA,NA,g
2459745.952040,2022-6-15.452,bA,2.07,NA,9.161,0.037,NA,NA,g
2459748.098337,2022-6-17.598,bA,2.01,NA,9.175,0.037,NA,NA,g
2459749.996124,2022-6-19.496,bA,2.04,NA,9.224,0.037,NA,NA,g
2459754.836772,2022-6-24.336,bA,1.68,NA,9.209,0.037,NA,NA,g
2459762.945092,2022-7-2.445,bA,2.06,NA,9.209,0.037,NA,NA,g
2459762.995914,2022-7-2.495,bA,2.02,NA,9.257,0.037,NA,NA,g
2459764.820864,2022-7-4.32,bA,1.65,NA,9.341,0.037,NA,NA,g
2459767.096317,2022-7-6.596,bA,1.67,NA,9.186,0.037,NA,NA,g
2459775.762159,2022-7-15.262,bA,2.16,NA,9.073,0.037,NA,NA,g
2459775.979792,2022-7-15.479,bA,2,NA,9.154,0.037,NA,NA,g
2459777.044529,2022-7-16.544,bA,1.98,NA,9.158,0.037,NA,NA,g
2459779.912737,2022-7-19.412,bA,2,NA,9.189,0.037,NA,NA,g
2459788.026561,2022-7-27.526,bA,1.66,NA,9.180,0.037,NA,NA,g
2459788.961707,2022-7-28.461,bA,2,NA,9.180,0.037,NA,NA,g
2459789.033591,2022-7-28.533,bA,2.09,NA,9.140,0.037,NA,NA,g
2459789.876394,2022-7-29.376,bA,1.97,NA,9.216,0.037,NA,NA,g
2459789.887921,2022-7-29.387,bA,2,NA,9.235,0.037,NA,NA,g
2459791.821967,2022-7-31.321,bA,2.35,NA,9.070,0.037,NA,NA,g
2459791.841307,2022-7-31.341,bA,2.21,NA,9.130,0.037,NA,NA,g
2459792.999810,2022-8-1.499,bA,2.11,NA,9.082,0.037,NA,NA,g
2459794.020773,2022-8-2.52,bA,2.01,NA,9.112,0.037,NA,NA,g
2459799.912882,2022-8-8.412,bA,2.07,NA,9.213,0.037,NA,NA,g
2459800.833465,2022-8-9.333,bA,2.03,NA,9.295,0.037,NA,NA,g
2459801.883219,2022-8-10.383,bA,2.23,NA,9.025,0.037,NA,NA,g
2459805.994471,2022-8-14.494,bA,2.05,NA,9.070,0.037,NA,NA,g
2459807.967973,2022-8-16.467,bA,1.69,NA,9.180,0.037,NA,NA,g
2459808.918618,2022-8-17.418,bA,1.67,NA,9.196,0.037,NA,NA,g
2459809.855708,2022-8-18.355,bA,1.66,NA,9.251,0.037,NA,NA,g
2459810.975652,2022-8-19.475,bA,1.65,NA,9.220,0.037,NA,NA,g
2459811.825467,2022-8-20.325,bA,2.06,NA,9.216,0.037,NA,NA,g
2459819.972714,2022-8-28.472,bA,2.07,NA,9.144,0.037,NA,NA,g
2459820.793598,2022-8-29.293,bA,1.69,NA,9.162,0.037,NA,NA,g
2459822.837226,2022-8-31.337,bA,1.99,NA,9.174,0.037,NA,NA,g
2459823.952611,2022-9-1.452,bA,2.06,NA,9.078,0.037,NA,NA,g
2459825.858141,2022-9-3.358,bA,2,NA,9.225,0.037,NA,NA,g
2459834.858939,2022-9-12.358,bA,2.11,NA,8.993,0.037,NA,NA,g
2459836.912577,2022-9-14.412,bA,1.63,NA,9.198,0.037,NA,NA,g
2459837.773641,2022-9-15.273,bA,1.67,NA,9.264,0.037,NA,NA,g
2459840.906432,2022-9-18.406,bA,1.65,NA,9.181,0.037,NA,NA,g
2459841.771181,2022-9-19.271,bA,1.75,NA,9.158,0.037,NA,NA,g
2459842.836107,2022-9-20.336,bA,1.67,NA,9.192,0.037,NA,NA,g
2459848.758776,2022-9-26.258,bA,1.69,NA,9.221,0.037,NA,NA,g
2459849.745254,2022-9-27.245,bA,1.7,NA,9.079,0.037,NA,NA,g
2459863.874112,2022-10-11.374,bA,2.02,NA,9.048,0.037,NA,NA,g
2459864.830201,2022-10-12.33,bA,1.99,NA,9.164,0.037,NA,NA,g
2459868.812396,2022-10-16.312,bA,1.7,NA,9.170,0.037,NA,NA,g
2459869.823380,2022-10-17.323,bA,1.66,NA,9.177,0.037,NA,NA,g
2459870.755050,2022-10-18.255,bA,1.64,NA,9.085,0.037,NA,NA,g
2459871.810948,2022-10-19.31,bA,1.68,NA,9.144,0.037,NA,NA,g
2459876.799742,2022-10-24.299,bA,2.04,NA,9.133,0.037,NA,NA,g
2459899.691428,2022-11-16.191,bA,1.98,NA,9.141,0.037,NA,NA,g
2459900.736163,2022-11-17.236,bA,2,NA,9.184,0.037,NA,NA,g
2459902.705206,2022-11-19.205,bA,1.69,NA,9.218,0.037,NA,NA,g
2459906.712749,2022-11-23.212,bA,2.02,NA,9.194,0.037,NA,NA,g
2459908.708915,2022-11-25.208,bA,2.04,NA,9.201,0.037,NA,NA,g
2459909.705097,2022-11-26.205,bA,1.7,NA,9.222,0.037,NA,NA,g
2459915.693946,2022-12-2.193,bA,2.09,NA,9.062,0.037,NA,NA,g
2460023.086093,2023-3-19.586,bA,2.22,NA,9.145,0.037,NA,NA,g
2460029.066719,2023-3-25.566,bA,1.74,NA,9.187,0.037,NA,NA,g
2460030.056247,2023-3-26.556,bA,2,NA,9.231,0.037,NA,NA,g
2460044.039766,2023-4-9.539,bA,2,NA,9.271,0.037,NA,NA,g
2460049.009073,2023-4-14.509,bA,1.68,NA,9.200,0.037,NA,NA,g
2460051.003547,2023-4-16.503,bA,1.65,NA,9.213,0.037,NA,NA,g
2460053.120178,2023-4-18.62,bA,1.68,NA,9.226,0.037,NA,NA,g
2460059.039953,2023-4-24.539,bA,1.69,NA,9.280,0.037,NA,NA,g
2460059.114175,2023-4-24.614,bA,1.67,NA,9.240,0.037,NA,NA,g
2460067.035730,2023-5-2.535,bA,2.04,NA,9.199,0.037,NA,NA,g
2460109.848753,2023-6-14.348,bA,2.02,NA,9.201,0.037,NA,NA,g
2460113.847187,2023-6-18.347,bA,1.65,NA,9.221,0.037,NA,NA,g
2460116.878426,2023-6-21.378,bA,1.62,NA,9.236,0.037,NA,NA,g
2460116.882227,2023-6-21.382,bA,1.66,NA,9.200,0.037,NA,NA,g
2460120.816316,2023-6-25.316,bA,1.61,NA,9.275,0.037,NA,NA,g
2460120.835546,2023-6-25.335,bA,2.02,NA,9.179,0.037,NA,NA,g
2460122.998219,2023-6-27.498,bA,2.1,NA,9.238,0.037,NA,NA,g
2460123.021544,2023-6-27.521,bA,2.13,NA,9.187,0.037,NA,NA,g
2460125.805820,2023-6-30.305,bA,1.67,NA,9.282,0.037,NA,NA,g
2460125.855907,2023-6-30.355,bA,1.99,NA,9.294,0.037,NA,NA,g
2460127.901773,2023-7-2.401,bA,2.01,NA,9.218,0.037,NA,NA,g
2460131.001725,2023-7-5.501,bA,2.03,NA,9.161,0.037,NA,NA,g
2460131.028764,2023-7-5.528,bA,1.99,NA,9.238,0.037,NA,NA,g
2460132.863059,2023-7-7.363,bA,1.66,NA,9.255,0.037,NA,NA,g
2460136.022106,2023-7-10.522,bA,1.67,NA,9.281,0.037,NA,NA,g
2460139.894638,2023-7-14.394,bA,2.19,NA,9.132,0.037,NA,NA,g
2460146.796252,2023-7-21.296,bA,1.72,NA,9.265,0.037,NA,NA,g
2460150.771196,2023-7-25.271,bA,2.12,NA,9.171,0.037,NA,NA,g
2460153.800519,2023-7-28.3,bA,1.99,NA,9.221,0.037,NA,NA,g
2460155.864757,2023-7-30.364,bA,2.01,NA,9.231,0.037,NA,NA,g
